refshort,reference,country,climate,continent,sphere_fragment,sphere_matrix,biome,taxa,time_since_fragmentation,matrix_category,latitudeN,longitudeE,sampling_design,sampling_method,method_category,sampling_device_size,device_size_unit,intensity,intensity_unit,block_type,number_of_blocks_per_site,sampling_density,density_unit,sampling_duration,duration_unit,sampling_effort,sampling_effort_unit,sampling_note
Rocha_2016,"Rocha, R. et al., 2017. Consequences of a large-scale fragmentation experiment for Neotropical bats: disentangling the relative importance of local and landscape-scale effects. Landscape Ecology, 32(1), pp.31-45.",Brazil,Tropical,South America,terrestrial,terrestrial,forest,Mammalia,Intermediate (20-100 years),light filter,-2.5,-60,pooled,net,mist nets,16,mm mesh,14,nets per fragment,NA,NA,NA,NA,8,surveys over 2 years time,1023.31,total mist net hours,Mist nets surveyed in each fragment.
Rocha_2016,"Rocha, R. et al., 2017. Consequences of a large-scale fragmentation experiment for Neotropical bats: disentangling the relative importance of local and landscape-scale effects. Landscape Ecology, 32(1), pp.31-45.",Brazil,Tropical,South America,terrestrial,terrestrial,forest,Mammalia,Intermediate (20-100 years),light filter,-2.5,-60,pooled,net,mist nets,16,mm mesh,14,nets per fragment,NA,NA,NA,NA,8,surveys over 2 years time,1001.23,total mist net hours,Mist nets surveyed in each fragment.
Rocha_2016,"Rocha, R. et al., 2017. Consequences of a large-scale fragmentation experiment for Neotropical bats: disentangling the relative importance of local and landscape-scale effects. Landscape Ecology, 32(1), pp.31-45.",Brazil,Tropical,South America,terrestrial,terrestrial,forest,Mammalia,Intermediate (20-100 years),light filter,-2.5,-60,pooled,net,mist nets,16,mm mesh,14,nets per fragment,NA,NA,NA,NA,8,surveys over 2 years time,1007.21,total mist net hours,Mist nets surveyed in each fragment.
Sam_2014,"Sam K., Koane B., Jeppy S., & Novotny V., 2014. Effect of forest fragmentation on bird species richness in Papua New Guinea. Journal of Field Ornithology, 85, pp.152-167. ",Papua New Guinea,Tropical,Oceania,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,-5.225,145.081667,standardized_fragment,bird survey,point count and mist nets and random walk,200,m long net in total for 6 days of 12 hours per fragment,16,points of 15 minutes each per 2250 m transect,transect,1,80,ha evenly walked through,3,surveys,1,balanced,"Several sampling methods combined.  Point counts (16 points along a 2250 m transect), mist netting (200 m, one per site) and random walks within 80 ha study plot.  Thus sampling approximately equal among plots."
Savilaakso_2009,"Savilaakso, S., Koivisto, J., Veteli, T.O. and Roininen, H., 2009. Microclimate and tree community linked to differences in lepidopteran larval communities between forest fragments and continuous forest.  Diversity and Distributions,  15(2), pp.356-365.",Uganda,Tropical,Africa,terrestrial,terrestrial,forest,Plantae,Intermediate (20-100 years),intermediate,0.486176,30.389665,standardized_fragment,visual search,plot,NA,NA,20,m diameter plots in large fragments and continuous forest but whole fragment assessment for small fragments,NA,NA,8,plots per site in LN and continuous forest only,1,survey,1,balanced,"All individuals in smallest fragments counted.  Largest fragment and continuous forest, 8 circular plots with 20 m diameter counted.  Abundances given are numbers per hectare."
Schnitzler_2008_a,"Schnitzler, F.R., 2008. Hymenopteran parasitoid diversity and tri-trophic interactions: the effects of habitat fragmentation in Wellington, New Zealand. Ecology and Biodiversity, p.276.",New Zealand,Temperate,Oceania,terrestrial,terrestrial,forest,Insecta,long (100+ years),intermediate,-41.24635,174.789313,standardized_fragment,trap,malaise trap,NA,NA,NA,NA,NA,NA,1,trap per fragment,2,surveys of 4 to 5 days each,1,balanced,One malaise trap per site set for 4-5 days.  Sampled once in December-February 2002-2003.  And once in 2003-2004.  
Schnitzler_2008_b,"Schnitzler, F.R., 2008. Hymenopteran parasitoid diversity and tri-trophic interactions: the effects of habitat fragmentation in Wellington, New Zealand. Ecology and Biodiversity, p.276.",New Zealand,Temperate,Oceania,terrestrial,terrestrial,forest,Plantae,long (100+ years),intermediate,-41.24635,174.789313,standardized_subsamples,visual search,plot,NA,NA,400,m2 plots,NA,NA,2 to 3,plots,NA,NA,1,balanced,"Plant species censused in 20 * 20 m plot within each site (2-3 plots per fragment, indicated as separate plots).  Numbers are percent cover, not # individuals"
Silva_2009,"Silva M.P.P. & Porto K.C., 2009. Effect of fragmentation on the community structure of epixylic bryophytes in Atlantic Forest remnants in the Northeast of Brazil. Biodiversity and Conservation, 18, pp.317-337. ",Brazil,Tropical,South America,terrestrial,terrestrial,forest,Plantae,Intermediate (20-100 years),harsh filter,-9.203657,-35.901502,standardized_fragment,visual search,transect,NA,NA,11,bryophite sampling stations per 100 m transect,transect,4,10,m apart,1,survey,1,balanced,"Four 100 m transects in each fragment.  Every 10 m, a log was sampled for bryophytes.  Abundance was estimated via coverage on logs."
Silva_2016,"Silva, R.J., Storck-Tonon, D. & Vaz-de-Mello, F.Z., 2016. Dung beetle (Coleoptera: Scarabaeinae) persistence in Amazonian forest fragments and adjacent pastures: biogeographic implications for alpha and beta diversity. Journal of Insect Conservation, 20(4), pp.549-564.",Brazil,Tropical,South America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,-14.983333,-57.983333,pooled,trap,pitfall traps,15,cm diameter,3,traps per transect,transect,3,50,m apart 3 lines 100 m apart of 3 pitfall traps 50 m apart,NA,NA,5,number of fragments per category,"In each fragment, pitfall trap grid (9 traps per grid).  Grid=3 parallel transects 100 m apart.   Adjacent pastures were not included."
Silva_2016,"Silva, R.J., Storck-Tonon, D. & Vaz-de-Mello, F.Z., 2016. Dung beetle (Coleoptera: Scarabaeinae) persistence in Amazonian forest fragments and adjacent pastures: biogeographic implications for alpha and beta diversity. Journal of Insect Conservation, 20(4), pp.549-564.",Brazil,Tropical,South America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,-14.983333,-57.983333,pooled,trap,pitfall traps,15,cm diameter,3,traps per transect,transect,3,50,m apart 3 lines 100 m apart of 3 pitfall traps 50 m apart,NA,NA,4,number of fragments per category,"In each fragment, pitfall trap grid (9 traps per grid).  Grid=3 parallel transects 100 m apart.   Adjacent pastures were not included."
Silveira_2015,"Silveira, G.C., Freitas, R.F., Tosta, T.H.A., Rabelo, L.S., Gaglianone, M.C. and Augusto, S.C., 2015. The orchid bee fauna in the Brazilian savanna: do forest formations contribute to higher species diversity? Apidologie, 46, pp.197-208.",Brazil,Tropical,South America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,-19.570964,-48.107725,standardized_fragment,trap,scented traps,NA,NA,4,hours per site per month,NA,NA,5,m apart,12,months,1,balanced,"Male euglossine bees sampled in the morning each month for a year.  Traps baited with seven aromatic compounds.  Individuals that did not enter the traps were captured with an entomological net.  Fragment 1 (2008-2009), Fragment 2 (2008-2009), Fragment 3 (2010-2011), Fragment 4 (2010-2011), Fragment 5 (2012-2013)."
Slade_2013,"Slade, E.M., Merckx, T., Riutta, T., Bebber, D.P., Redhead, D., Riordan, P., & Macdonald, D.W., 2013. Life-history traits and landscape characteristics predict macro-moth responses to forest fragmentation. Ecology, 94(7), pp.1519-1530.",Great Britain,Temperate,Europe,terrestrial,terrestrial,forest,Insecta,long (100+ years),intermediate,51.766667,-1.333333,standardized_subsamples,trap,light trap,NA,NA,NA,NA,NA,NA,2 to 8,traps per fragment,31,nights,1,balanced,Each site is a light trap.  Traps were censused over 31 days between June and July 2009.  Only used data from fragments (not isolated and hedgerow oaks).
Sridhar_2008,"Sridhar, H., Raman, T.S. and Mudappa, D., 2008. Mammal persistence and abundance in tropical rainforest remnants in the southern Western Ghats, Indian  Current Science, 94(6), pp.748-757.",India,Tropical,Asia,terrestrial,terrestrial,forest,Mammalia,Intermediate (20-100 years),intermediate,10.4241,77.1256,pooled,visual search,transect,NA,NA,1 to 3,km long transect,NA,NA,1 to 4,transects per site,5,surveys in a 8 months period,10.85,distance in km of transect walked per fragment,Visual transects walked multiple times between 2005-2006.  
Sridhar_2008,"Sridhar, H., Raman, T.S. and Mudappa, D., 2008. Mammal persistence and abundance in tropical rainforest remnants in the southern Western Ghats, Indian  Current Science, 94(6), pp.748-757.",India,Tropical,Asia,terrestrial,terrestrial,forest,Mammalia,Intermediate (20-100 years),intermediate,10.4241,77.1256,pooled,visual search,transect,NA,NA,1 to 3,km long transect,NA,NA,1 to 4,transects per site,5,surveys in a 8 months period,10.4,distance in km of transect walked per fragment,Visual transects walked multiple times between 2005-2006.  
Sridhar_2008,"Sridhar, H., Raman, T.S. and Mudappa, D., 2008. Mammal persistence and abundance in tropical rainforest remnants in the southern Western Ghats, Indian  Current Science, 94(6), pp.748-757.",India,Tropical,Asia,terrestrial,terrestrial,forest,Mammalia,Intermediate (20-100 years),intermediate,10.4241,77.1256,pooled,visual search,transect,NA,NA,1 to 3,km long transect,NA,NA,1 to 4,transects per site,5,surveys in a 8 months period,28.6,distance in km of transect walked per fragment,Visual transects walked multiple times between 2005-2006.  
Sridhar_2008,"Sridhar, H., Raman, T.S. and Mudappa, D., 2008. Mammal persistence and abundance in tropical rainforest remnants in the southern Western Ghats, Indian  Current Science, 94(6), pp.748-757.",India,Tropical,Asia,terrestrial,terrestrial,forest,Mammalia,Intermediate (20-100 years),intermediate,10.4241,77.1256,pooled,visual search,transect,NA,NA,1 to 3,km long transect,NA,NA,1 to 4,transects per site,5,surveys in a 8 months period,9.17,distance in km of transect walked per fragment,Visual transects walked multiple times between 2005-2006.  
Sridhar_2008,"Sridhar, H., Raman, T.S. and Mudappa, D., 2008. Mammal persistence and abundance in tropical rainforest remnants in the southern Western Ghats, Indian  Current Science, 94(6), pp.748-757.",India,Tropical,Asia,terrestrial,terrestrial,forest,Mammalia,Intermediate (20-100 years),intermediate,10.4241,77.1256,pooled,visual search,transect,NA,NA,1 to 3,km long transect,NA,NA,1 to 4,transects per site,5,surveys in a 8 months period,28.52,distance in km of transect walked per fragment,Visual transects walked multiple times between 2005-2006.  
Sridhar_2008,"Sridhar, H., Raman, T.S. and Mudappa, D., 2008. Mammal persistence and abundance in tropical rainforest remnants in the southern Western Ghats, Indian  Current Science, 94(6), pp.748-757.",India,Tropical,Asia,terrestrial,terrestrial,forest,Mammalia,Intermediate (20-100 years),intermediate,10.4241,77.1256,pooled,visual search,transect,NA,NA,1 to 3,km long transect,NA,NA,1 to 4,transects per site,5,surveys in a 8 months period,6,distance in km of transect walked per fragment,Visual transects walked multiple times between 2005-2006.  
Sridhar_2008,"Sridhar, H., Raman, T.S. and Mudappa, D., 2008. Mammal persistence and abundance in tropical rainforest remnants in the southern Western Ghats, Indian  Current Science, 94(6), pp.748-757.",India,Tropical,Asia,terrestrial,terrestrial,forest,Mammalia,Intermediate (20-100 years),intermediate,10.4241,77.1256,pooled,visual search,transect,NA,NA,1 to 3,km long transect,NA,NA,1 to 4,transects per site,5,surveys in a 8 months period,12.3,distance in km of transect walked per fragment,Visual transects walked multiple times between 2005-2006.  
Sridhar_2008,"Sridhar, H., Raman, T.S. and Mudappa, D., 2008. Mammal persistence and abundance in tropical rainforest remnants in the southern Western Ghats, Indian  Current Science, 94(6), pp.748-757.",India,Tropical,Asia,terrestrial,terrestrial,forest,Mammalia,Intermediate (20-100 years),intermediate,10.4241,77.1256,pooled,visual search,transect,NA,NA,1 to 3,km long transect,NA,NA,1 to 4,transects per site,5,surveys in a 8 months period,5.75,distance in km of transect walked per fragment,Visual transects walked multiple times between 2005-2006.  
Sridhar_2008,"Sridhar, H., Raman, T.S. and Mudappa, D., 2008. Mammal persistence and abundance in tropical rainforest remnants in the southern Western Ghats, Indian  Current Science, 94(6), pp.748-757.",India,Tropical,Asia,terrestrial,terrestrial,forest,Mammalia,Intermediate (20-100 years),intermediate,10.4241,77.1256,pooled,visual search,transect,NA,NA,1 to 3,km long transect,NA,NA,1 to 4,transects per site,5,surveys in a 8 months period,39.15,distance in km of transect walked per fragment,Visual transects walked multiple times between 2005-2006.  
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,3,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,2,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,7,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,9,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,8,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,6,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,5,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,10,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,4,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,28,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,29,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,12,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,11,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,20,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,19,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,15,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,42,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,23,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,14,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,13,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,38,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,33,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,16,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,34,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,1,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,22,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,43,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Stireman_2014,"Stireman J.O., Devlin H., & Doyle A.L., 2014. Habitat fragmentation, tree diversity, and plant invasion interact to structure forest caterpillar communities. Oecologia, 176, pp.207-224. ",USA,Temperate,North America,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,39.583333,-84,pooled,visual search,transect,NA,NA,100,m transect,NA,NA,2 to 18,transects per fragment per season,2,seasons per year several years,46,number of leaves * trees searched,"100 m transects walked.  Foliage within 1 m of transect line, up to 2 m above ground was searched.  During peak caterpillar season (April-August 2006-2009)."
Storck-Tonon_2017,"Storck-Tonon, D. and Peres, C.A., 2017. Forest patch isolation drives local extinctions of Amazonian orchid bees in a 26 years old archipelago. Biological Conservation, 214, pp.270-277.",Brazil,Tropical,South America,terrestrial,aquatic,forest,Insecta,Intermediate (20-100 years),harsh filter,-1.8,-59.483333,standardized_fragment,trap,scented traps,2,liters,4,traps per trap-array,trap-array,1 to 3,2,m apart,3,consecutive days per trapping session,1,balanced,Orchid bees were captured at scent-trap arrays in 2012-2013.  Trap-arrays are 4 traps 2 m apart aligned on a line.  4 different aromatic compounds.  Abundances given are averages per site.  
