dataset_name,id,dataset_id,authors,title,year_of_publication,journal/book/repository,reference,contact person,contact email address,last version publication date dd-mm-yy,version,date of access dd-mm-yy,DOI,download URL,URL,right to reuse,license,country,taxa1,taxa2,realm,standardisation,data availability,lat,long
RivFishTIME,130,10,,,,,"Gido, K.B, Propst, D.L., Olden, J.D., & Bestgen, K.R. (2013) Multidecadal responses of native and introduced fishes to natural and altered flow regimes in the American Southwest. Canadian Journal Fisheries and Aquatic Sciences, 70, 554?564",,,,,,,,,,,,Fish,,Freshwater,,,33.30254833,-108.4750333
RivFishTIME,131,10,,,,,"Gido, K.B, Propst, D.L., Whitney, J.E., Hedden, S.C., Turner, T.F. & Pilger, T.J. (2019) Pockets of resistance: Response of arid-land fish communities to climate, hydrology, and wildfire. Freshwater Biology, 64, 761?777.",,,,,,,,,,,,Fish,,Freshwater,,,33.30254833,-108.4750333
RivFishTIME,132,11,,,,,"Kesner, B.R. & Marsh, P.C. (2010) Central Arizona project fish monitoring: Final report. Analysis of fish population monitoring data for selected waters of the Gila River Basin, Arizona, for the five year period 2005-2009. Contract No. R09PD32013. Submitted to U.S. Bureau of Reclamation. Tempe, Arizona: Marsh and Associates, LLC. 50 pages.",,,,,,,,,,,,Fish,,Freshwater,,,33.29700667,-108.47795
RivFishTIME,133,14,,,,,"Terui, A., Ishiyama, N., Urabe, H., Ono, S., Finlay, J. C. & Nakamura, F. (2018) Metapopulation stability in branching river networks. Proceedings of the National Academy of Sciences, 115, E5963?E5969.",,,,,,,,,,,,Fish,,Freshwater,,,42.9521163,141.6193111
RivFishTIME,134,15,,,,,Iowa DNR [Department of Natural Resources] (2013) BioNet - Iowa DNR Biological Monitoring and Assessment Database. Available at https://programs.iowadnr.gov/bionet/ [Accessed on 02/01/2018].,,,,,,,,,,,,Fish,,Freshwater,,,42.34333154,-93.83472154
RivFishTIME,135,16,,,,,"Milardi, M., Gavioli, A., Soana, E., Lanzoni, M., Fano, E.A. & Castaldelli, G. (2020) The role of species introduction in modifying the functional diversity of native communities. Science of the Total Environment, 699, 134364.",,,,,,,,,,,,Fish,,Freshwater,,,45.61421667,11.94406033
RivFishTIME,136,17,,,,,"Lev?que, C., Hougard, J.M., Resh, V., Statzner, B. & Yam?ogo, L. (2003) Freshwater ecology and biodiversity in the tropics: what did we learn from 30 years of onchocerciasis control and the associated biomonitoring of West African rivers? Hydrobiologia, 500, 23?49.",,,,,,,,,,,,Fish,,Freshwater,,,8.8664175,-5.49968475
RivFishTIME,137,18,,,,,"Pyron, M., Vaughn, C.C., Winston, M.R. & Pigg J. (1998) Fish assemblage structure from 20 years of collections in the Kiamichi River, Oklahoma. Southwestern Naturalist, 43, 336?343.",,,,,,,,,,,,Fish,,Freshwater,,,34.5297525,-95.2909325
RivFishTIME,138,21,,,,,Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].,,,,,,,,,,,,Fish,,Freshwater,,,41.1658363,-90.56991593
RivFishTIME,139,20,,,,,"McLarney, W.O., Meador, J. & Chamblee, J. (2013) Upper Little Tennessee River biomonitoring program database. Coweeta Long Term Ecological Research Program. Available at: https://coweeta.uga.edu/dbpublic/dataset_details.asp?accession54045 [Accessed on 11/15/2019].",,,,,,,,,,,,Fish,,Freshwater,,,35.15655889,-83.42882556
RivFishTIME,140,23,,,,,Murray-Darling Basin Authority (2018) Murray-Darling Basin Fish and Macroinvertebrate Survey. Available at https://data.gov.au/data/dataset/7826d7c9-bcc5-48c0-832a-66aaedfe7b0f [Accessed on 10/15/2019].,,,,,,,,,,,,Fish,,Freshwater,,,-30.83838842,146.8397737
RivFishTIME,141,24,,,,,Minnesota Pollution Control Agency (2018) Surface water data. Available at https://cf.pca.state.mn.us/water/watershedweb/wdip/search_more.cfm?datatype=assessments [Accessed on 04/03/2019].,,,,,,,,,,,,Fish,,Freshwater,,,46.11886,-93.13881125
RivFishTIME,142,25,,,,,"Montana, Fish, Wildlife & Parks (2019) Fish Survey Sites. Available at http://gis-mtfwp.opendata.arcgis.com/datasets/8192e75218c6460ba97ba3dd0a2fb3a5 [Accessed on 05/21/2019].",,,,,,,,,,,,Fish,,Freshwater,,,47.1726675,-113.7873458
RivFishTIME,143,26,,,,,"U.S. Geological Survey (2019) BioData - Aquatic Bioassessment Data for the Nation. Available at https://aquatic.biodata.usgs.gov/clearCriteria.action [Accessed on 10/15/2019], doi:10.5066/F77W698B.",,,,,,,,,,,,Fish,,Freshwater,,,38.2497675,-99.25606417
RivFishTIME,144,27,,,,,U.K. Environmental Agency (2019) National Fish Populations Database (NFPD): Freshwater fish survey relational datasets. Available at https://data.gov.uk/dataset/d129b21c-9e59-4913-91d2-82faef1862dd/nfpd-freshwater-fish-survey-relational-datasets [Accessed on 10/15/2019].,,,,,,,,,,,,Fish,,Freshwater,,,52.75176939,-1.909686449
RivFishTIME,145,28,,,,,North Carolina Department of Environmental Quality (2018) Fish Community Assessment Data. Available at https://deq.nc.gov/about/divisions/water-resources/water-resources-data/water-sciences-home-page/biological-assessment-branch/fish-community [Accessed on 02/06/2018].,,,,,,,,,,,,Fish,,Freshwater,,,35.66244435,-80.36492348
RivFishTIME,146,29,,,,,"Fagundes, D.C., Leal, C.G., Carvalho, D.R., Junqueira, N.T., Langeani, F. & Pompeu, P.S. (2015) The stream fish fauna from three regions of the Upper Paran? River basin. Biota Neotropica, 15, 1?8.",,,,,,,,,,,,Fish,,Freshwater,,,-19.230486,-47.00076
RivFishTIME,147,30,,,,,"Winston, M.R., Taylor, C.M. & Pigg, J. (1991) Upstream extirpation of four minnow species due to damming of a prairie stream. Transactions of the American Fisheries Society, 120, 98?105.",,,,,,,,,,,,Fish,,Freshwater,,,35.39355,-97.577
RivFishTIME,148,30,,,,,"Taylor, C.M.? (2010) Covariation among plains stream fish assemblages, flow regimes, and patterns of water use. In: Community ecology of stream fishes: concepts, approaches, and techniques.? American Fisheries Society Symposium, 2010.",,,,,,,,,,,,Fish,,Freshwater,,,35.39355,-97.577
RivFishTIME,149,32,,,,,Office fran?ais de la biodiversit? (2019) Suivi des ?l?ments biologiques ?POISSONS? des rivi?res fran?aises. Available at http://www.naiades.eaufrance.fr/acces-donnees#/hydrobiologie [Accessed on 07/08/2019].,,,,,,,,,,,,Fish,,Freshwater,,,46.37930967,2.255371805
RivFishTIME,150,34,,,,,Agencia Vasca del Agua (2019) UBEGI. Informaci?n sobre el estado de las masas de agua de la CAPV. Available at http://www.uragentzia.euskadi.eus/informacion/ubegi/u81-0003341/es/ [Accessed 10/10/2019].,,,,,,,,,,,,Fish,,Freshwater,,,43.13383444,-2.550553315
RivFishTIME,151,36,,,,,"Davenport, S. R. (Unpublished data).",,,,,,,,,,,,Fish,,Freshwater,,,33.5378,-104.3333364
RivFishTIME,152,37,,,,,"Dala-Corte, R.B, Becker, F.G. & Melo, A.S. (2017) The importance of metacommunity processes for long-term turnover of riffle-dwelling fish assemblages depends on spatial position within a dendritic network. Canadian Journal of Fisheries and Aquatic Sciences, 74, 101?115.",,,,,,,,,,,,Fish,,Freshwater,,,-29.57496182,-50.26146045
RivFishTIME,153,38,,,,,"B?che, L.A., Connors, P.G., Resh, V.H. & Merenlender, A.M. (2009) Resilience of fishes and invertebrates to prolonged drought in two California streams. Ecography, 32, 778?788.",,,,,,,,,,,,Fish,,Freshwater,,,38.7971,-122.381525
RivFishTIME,154,38,,,,,The Resh Lab (2019) Hunting Creek and Knoxville Creek long-term data. Available at: https://nature.berkeley.edu/reshlab/data/HCKC_fish.xls [Accessed 05/19/2019].,,,,,,,,,,,,Fish,,Freshwater,,,38.7971,-122.381525
RivFishTIME,155,39,,,,,Toronto and Region Conservation Authority (TRCA) (2018) Watershed Fish Community. Available at https://data.trca.ca/dataset/2018-watershed-fish-community [Accessed on 09/18/2019].,,,,,,,,,,,,Fish,,Freshwater,,,43.87436944,-79.24470556
RivFishTIME,156,42,,,,,"Sers, B. (2013) Swedish Electrofishing RegiSter ? SERS. Swedish University of Agricultural Sciences (SLU), Department of Aquatic Resources. Available at http://www.slu.se/elfiskeregistret [Accessed on 11/18/2019].",,,,,,,,,,,,Fish,,Freshwater,,,60.44747359,16.29797325
RivFishTIME,157,41,,,,,"Stefferud, J.A. (Unpublished data).",,,,,,,,,,,,Fish,,Freshwater,,,32.14300714,-110.2934714
RivFishTIME,158,43,,,,,"Benejam, L., Angermeier, P.L., Munn?, A. & Garc?a-Berthou, E. (2010) Assessing effects of water abstraction on fish assemblages in Mediterranean streams. Freshwater Biology 55, 628?642.",,,,,,,,,,,,Fish,,Freshwater,,,41.71732,2.457264222
RivFishTIME,159,43,,,,,"Merciai, R., Molons-Sierra, C., Sabater, S. & Garc?a-Berthou, E. (2017) Water abstraction affects abundance, size-structure and growth of two threatened cyprinid fishes. Plos One, 12, e0175932.",,,,,,,,,,,,Fish,,Freshwater,,,41.71732,2.457264222
RivFishTIME,160,45,,,,,"Rinne, J.N., & Miller, D. (2006) Hydrology, geomorphology and management: implications for sustainability of native southwestern fishes. Reviews in Fisheries Sciences 14, 91?110.",,,,,,,,,,,,Fish,,Freshwater,,,34.88427286,-112.2515
RivFishTIME,161,46,,,,,"Van Thuyne, G., Breine, J., Verreycken, H., De Boeck, T., Brosens, D. & Desmet, P. (2013) VIS - Fishes in inland waters in Flanders, Belgium. Research Institute for Nature and Forest (INBO). Dataset/Occurrence. Available at https://www.gbif.org/dataset/823dc56e-f987-495c-98bf-43318719e30f [Accessed on 04/11/2017], doi:10.15468/gzyxyd.",,,,,,,,,,,,Fish,,Freshwater,,,51.01736429,4.556851429
RivFishTIME,162,46,,,,,"Brosens, D., Breine, J., Van Thuyne, G., Belpaire, C., Desmet, P. & Verreycken, H. (2015) VIS ? A database on the distribution of fishes in inland and estuarine waters in Flanders, Belgium. ZooKeys, 475, 119-145.",,,,,,,,,,,,Fish,,Freshwater,,,51.01736429,4.556851429
